"Parent ID","Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Description","Excerpt","Product Published","Product Modified","Type","Visibility","Featured","Virtual","Downloadable","Price","Sale Price","Sale Price Dates From","Sale Price Dates To","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","File Download","Download Limit","Download Expiry","Manage Stock","Quantity","Stock Status","Allow Backorders","Sold Individually","Up-Sells","Cross-Sells","Product URL","Button Text","Purchase Note","Product Status","Comment Status"
,,"356",,"Cassetta millerighe classica","cassetta-millerighe-classica","http://localhost:8888/sidi/shop/senza-categoria/cassetta-millerighe-classica/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"355",,"Cassetta liscia rettangolare","cassetta-liscia-rettangolare","http://localhost:8888/sidi/shop/senza-categoria/cassetta-liscia-rettangolare/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"354",,"Cassetta liscia","cassetta-liscia","http://localhost:8888/sidi/shop/senza-categoria/cassetta-liscia/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"353",,"Quadro toscano","quadro-millerighe","http://localhost:8888/sidi/shop/senza-categoria/quadro-millerighe/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"352",,"Quadro millerighe","quadro-millerighe-2","http://localhost:8888/sidi/shop/senza-categoria/quadro-millerighe-2/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"351","1851570","Cassetta con foglie &#8211; Mod. CR-70","modello-cr-70","http://localhost:8888/sidi/shop/terra/modello-cr-70/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","28","cm","62","cm","70","cm","Collezione Terra",,,,,,,,,"Yes","48","In Stock","No","No",,,,,,"Publish","Open"
,,"350","1851560","Cassetta con foglie &#8211; Mod. CR-60","modello-cr-60","http://localhost:8888/sidi/shop/terra/modello-cr-60/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","25","cm","51","cm","60","cm","Collezione Terra",,,,,,,,,"Yes","56","In Stock","No","No",,,,,,"Publish","Open"
,,"349","1851550","Cassetta con foglie &#8211; Mod. CR-50","modello-cr-50","http://localhost:8888/sidi/shop/terra/modello-cr-50/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","19","cm","46","cm","52","cm","Collezione Terra",,,,,,,,,"Yes","144","In Stock","No","No",,,,,,"Publish","Open"
,,"348","1851540","Cassetta con foglie &#8211; Mod. CR-40","modello-cr-40","http://localhost:8888/sidi/shop/terra/modello-cr-40/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","16","cm","35","cm","40","cm","Collezione Terra",,,,,,,,,"Yes","210","In Stock","No","No",,,,,,"Publish","Open"
,,"347","1852100","Cassetta festonata &#8211; Mod. FR-100","modello-fr-100","http://localhost:8888/sidi/shop/terra/modello-fr-100/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","40","cm","94","cm","100","cm","Collezione Terra",,,,,,,,,"Yes","18","In Stock","No","No",,,,,,"Publish","Open"
,,"346","1852090","Cassetta festonata &#8211; Mod. FR-85","modello-fr-85","http://localhost:8888/sidi/shop/terra/modello-fr-85/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","36","cm","80","cm","86","cm","Collezione Terra",,,,,,,,,"Yes","18","In Stock","No","No",,,,,,"Publish","Open"
,,"345","1852080","Cassetta festonata &#8211; Mod. FR-80","modello-fr-80","http://localhost:8888/sidi/shop/terra/modello-fr-80/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","33","cm","72","cm","78","cm","Collezione Terra",,,,,,,,,"Yes","21","In Stock","No","No",,,,,,"Publish","Open"
,,"344","1852060","Cassetta festonata &#8211; Mod. FR-60","modello-fr-60","http://localhost:8888/sidi/shop/terra/modello-fr-60/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","26","cm","53","cm","58","cm","Collezione Terra",,,,,,,,,"Yes","56","In Stock","No","No",,,,,,"Publish","Open"
,,"343","1852596","Cassetta doppio festone &#8211; Mod. DFR-120","modello-dfr-120","http://localhost:8888/sidi/shop/terra/modello-dfr-120/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","39","cm","114","cm","115","cm","Collezione Terra",,,,,,,,,"Yes","10","In Stock","No","No",,,,,,"Publish","Open"
,,"342","1852595","Cassetta doppio festone &#8211; Mod. DFR-95","modello-dfr-95","http://localhost:8888/sidi/shop/terra/modello-dfr-95/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","38","cm","88","cm","90","cm","Collezione Terra",,,,,,,,,"Yes","18","In Stock","No","No",,,,,,"Publish","Open"
,,"341",,"Cassetta con foglie","cassetta-con-foglie","http://localhost:8888/sidi/shop/senza-categoria/cassetta-con-foglie/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"340",,"Cassetta festonata","cassetta-festonata","http://localhost:8888/sidi/shop/senza-categoria/cassetta-festonata/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"339",,"Cassetta doppio festone","cassetta-doppio-festone","http://localhost:8888/sidi/shop/senza-categoria/cassetta-doppio-festone/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"338","1872070","Quadro con Ghirlanda &#8211; Mod. QG-70","modello-qg-70","http://localhost:8888/sidi/shop/terra/modello-qg-70/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","58","cm","58","cm","67","cm","Collezione Terra",,,,,,,,,"Yes","8","In Stock","No","No",,,,,,"Publish","Open"
,,"336",,"Quadro con ghirlanda","quadro-con-ghirlanda","http://localhost:8888/sidi/shop/senza-categoria/quadro-con-ghirlanda/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"335","1808050","Quadro Millerighe Classico &#8211; Mod. QMC-50","modello-qmc-50","http://localhost:8888/sidi/shop/terra/modello-qmc-50/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","45","cm","42","cm","50","cm","Collezione Terra",,,,,,,,,"Yes","30","In Stock","No","No",,,,,,"Publish","Open"
,,"334","1808045","Quadro Millerighe Classico &#8211; Mod. QMC-45","modello-qmc-45","http://localhost:8888/sidi/shop/terra/modello-qmc-45/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","38","cm","37","cm","45","cm","Collezione Terra",,,,,,,,,"Yes","36","In Stock","No","No",,,,,,"Publish","Open"
,,"333","1808040","Quadro Millerighe Classico &#8211; Mod. QMC-40","modello-qmc-40","http://localhost:8888/sidi/shop/terra/modello-qmc-40/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","34","cm","33","cm","40","cm","Collezione Terra",,,,,,,,,"Yes","36","In Stock","No","No",,,,,,"Publish","Open"
,,"332","1803540","Vaso con Riquadri &#8211; Mod. QUR-45","modello-qur-45","http://localhost:8888/sidi/shop/terra/modello-qur-45/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","34.5","cm","29","cm","44","cm","Collezione Terra",,,,,,,,,"Yes","144","In Stock","No","No",,,,,,"Publish","Open"
,,"331","1853245","Quadro Liscio &#8211; Mod. QRL-45","modello-qrl-45","http://localhost:8888/sidi/shop/terra/modello-qrl-45/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","40.5","cm","39","cm","45","cm","Collezione Terra",,,,,,,,,"Yes","30","In Stock","No","No",,,,,,"Publish","Open"
,,"330","1853240","Quadro Liscio &#8211; Mod. QRL-40","modello-qrl-40","http://localhost:8888/sidi/shop/terra/modello-qrl-40/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","33.5","cm","33","cm","39","cm","Collezione Terra",,,,,,,,,"Yes","36","In Stock","No","No",,,,,,"Publish","Open"
,,"329","1853060","Quadro con Rosetta &#8211; Mod. QR-60","modello-qr-60","http://localhost:8888/sidi/shop/terra/modello-qr-60/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","48","cm","49.5","cm","56","cm","Collezione Terra",,,,,,,,,"Yes","10","In Stock","No","No",,,,,,"Publish","Open"
,,"328","1853045","Quadro con Rosetta &#8211; Mod. QR-45","modello-qr-45","http://localhost:8888/sidi/shop/terra/modello-qr-45/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","40","cm","39.5","cm","45.5","cm","Collezione Terra",,,,,,,,,"Yes","36","In Stock","No","No",,,,,,"Publish","Open"
,,"327","1853042","Quadro con Rosetta &#8211; Mod. QR-40","modello-qr-40","http://localhost:8888/sidi/shop/terra/modello-qr-40/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","37","cm","33","cm","40","cm","Collezione Terra",,,,,,,,,"Yes","36","In Stock","No","No",,,,,,"Publish","Open"
,,"326",,"Quadro liscio","quadro-liscio-2","http://localhost:8888/sidi/shop/senza-categoria/quadro-liscio-2/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"325",,"Quadro millerighe classico","quadro-millerighe-classico","http://localhost:8888/sidi/shop/senza-categoria/quadro-millerighe-classico/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"324",,"Vaso con riquadri","quadro-liscio","http://localhost:8888/sidi/shop/senza-categoria/quadro-liscio/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"323",,"Quadro con rosetta","quadro-con-rosetta","http://localhost:8888/sidi/shop/senza-categoria/quadro-con-rosetta/",,,"11/11/2013","12/19/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"321","1862030","Gerla Acanto &#8211; Mod. GRA-30","modello-gra-30","http://localhost:8888/sidi/shop/terra/modello-gra-30/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","21","cm","17","cm","29","cm","Collezione Terra",,,,,,,,,"Yes","112","In Stock","No","No",,,,,,"Publish","Open"
,,"320","1861025","Gerla a Botte &#8211; Mod. GRL-25","modello-grl-25","http://localhost:8888/sidi/shop/terra/modello-grl-25/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","25","cm","31","cm","39","cm","Collezione Terra",,,,,,,,,"Yes","88","In Stock","No","No",,,,,,"Publish","Open"
,,"319","1863035","Gerla a Conchiglia &#8211; Mod. GRC-35","modello-grc-35","http://localhost:8888/sidi/shop/terra/modello-grc-35/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","18","cm","18","cm","37","cm","Collezione Terra",,,,,,,,,"Yes","110","In Stock","No","No",,,,,,"Publish","Open"
,,"318","1863025","Gerla a Conchiglia &#8211; Mod. GRC-25","modello-grc-25","http://localhost:8888/sidi/shop/terra/modello-grc-25/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","13","cm","13","cm","26","cm","Collezione Terra",,,,,,,,,"Yes","170","In Stock","No","No",,,,,,"Publish","Open"
,,"317","1861028","Gerla Classica &#8211; Mod. GRL-28","modello-grl-28","http://localhost:8888/sidi/shop/terra/modello-grl-28/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","27","cm","21","cm","48","cm","Collezione Terra",,,,,,,,,"Yes","96","In Stock","No","No",,,,,,"Publish","Open"
,,"316","1861065","Gerla Classica &#8211; Mod. GRL-65","modello-grl-65","http://localhost:8888/sidi/shop/terra/modello-grl-65/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","33","cm","29","cm","60","cm","Collezione Terra",,,,,,,,,"Yes","48","In Stock","No","No",,,,,,"Publish","Open"
,,"315",,"Gerla acanto","gerla-acanto","http://localhost:8888/sidi/shop/senza-categoria/gerla-acanto/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"314",,"Gerla a botte","gerla-a-botte","http://localhost:8888/sidi/shop/senza-categoria/gerla-a-botte/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"313",,"Gerla a conchiglia","gerla-a-conchiglia","http://localhost:8888/sidi/shop/senza-categoria/gerla-a-conchiglia/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"312",,"Gerla classica","gerla-classica","http://localhost:8888/sidi/shop/senza-categoria/gerla-classica/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"311","1886040","Calice con Foglie &#8211; Mod. CAF-45","modello-caf-45","http://localhost:8888/sidi/shop/terra/modello-caf-45/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","56.5","cm","26","cm","45","cm","Collezione Terra",,,,,,,,,"Yes","30","In Stock","No","No",,,,,,"Publish","Open"
,,"310","1887040","Calice Liscio &#8211; Mod. CLL-45","modello-cll-45","http://localhost:8888/sidi/shop/terra/modello-cll-45/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","54","cm","30","cm","44","cm","Collezione Terra",,,,,,,,,"Yes","30","In Stock","No","No",,,,,,"Publish","Open"
,,"309","1881000","Orcio Liscio &#8211; Mod. OL-60","modello-ol-60","http://localhost:8888/sidi/shop/terra/modello-ol-60/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","72","cm","60","cm","48","cm","Collezione Terra",,,,,,,,,"Yes","6","In Stock","No","No",,,,,,"Publish","Open"
,,"308",,"Quadro con rosetta","calice-con-foglie","http://localhost:8888/sidi/shop/senza-categoria/calice-con-foglie/",,,"11/11/2013","12/19/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Trash","Open"
,,"307",,"Calice liscio","calice-liscio","http://localhost:8888/sidi/shop/senza-categoria/calice-liscio/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"306",,"Orcio liscio","orcio-liscio","http://localhost:8888/sidi/shop/senza-categoria/orcio-liscio/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"304","1885000","Calice Acanto &#8211; Mod. CAL-44","modello-cal-44","http://localhost:8888/sidi/shop/terra/modello-cal-44/",,,"11/11/2013","12/19/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","48","cm","28","cm","41","cm","Collezione Terra",,,,,,,,,"Yes","30","In Stock","No","No",,,,,,"Publish","Open"
,,"303","1880050","Orcio con Manici &#8211; Mod. OM-55","modello-om-55","http://localhost:8888/sidi/shop/terra/modello-om-55/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","63","cm","58.5","cm","38","cm","Collezione Terra",,,,,,,,,"Yes","10","In Stock","No","No",,,,,,"Publish","Open"
,,"302","1882000","Orcio Decorato &#8211; Mod. OD-65","modello-od-65","http://localhost:8888/sidi/shop/terra/modello-od-65/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","60","cm","66","cm","55","cm","Collezione Terra",,,,,,,,,"Yes","8","In Stock","No","No",,,,,,"Publish","Open"
,,"301","1810050","Cilindro con Frutta &#8211; Mod. CLF-50","modello-clf-50","http://localhost:8888/sidi/shop/terra/modello-clf-50/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","36","cm","50","cm","51","cm","Collezione Terra",,,,,,,,,"Yes","24","In Stock","No","No",,,,,,"Publish","Open"
,,"300","1810540","Cilindro con Angeli &#8211; Mod. CLA-43","modello-cla-43","http://localhost:8888/sidi/shop/terra/modello-cla-43/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","31","cm","41","cm","42","cm","Collezione Terra",,,,,,,,,"Yes","42","In Stock","No","No",,,,,,"Publish","Open"
,,"299","1812025","Caspò Acanto &#8211; Mod. CSA-25","modello-csa-25","http://localhost:8888/sidi/shop/terra/modello-csa-25/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","18","cm","15","cm","24","cm","Collezione Terra",,,,,,,,,"Yes","96","In Stock","No","No",,,,,,"Publish","Open"
,,"298","1811050","Cache-Pot Festonato &#8211; Mod. CHF-50","modello-chf-50","http://localhost:8888/sidi/shop/terra/modello-chf-50/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","28","cm","51","cm","48","cm","Collezione Terra",,,,,,,,,"Yes","45","In Stock","No","No",,,,,,"Publish","Open"
,,"297",,"Calice acanto","calice-acanto","http://localhost:8888/sidi/shop/senza-categoria/calice-acanto/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"296",,"Orcio con manici","orcio-con-manici","http://localhost:8888/sidi/shop/senza-categoria/orcio-con-manici/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"295",,"Orcio Decorato","orcio-decorato","http://localhost:8888/sidi/shop/senza-categoria/orcio-decorato/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"294",,"Cilindro con frutta","cilindro-con-frutta","http://localhost:8888/sidi/shop/senza-categoria/cilindro-con-frutta/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"293",,"Cilindro con angeli","cilindro-con-angeli","http://localhost:8888/sidi/shop/senza-categoria/cilindro-con-angeli/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"292",,"Caspò acanto","caspo-acanto","http://localhost:8888/sidi/shop/senza-categoria/caspo-acanto/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"290",,"Cache-pot festonato","cache-pot-festonato","http://localhost:8888/sidi/shop/senza-categoria/cache-pot-festonato/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"289","1804645","Vaso Baccellato &#8211; Mod. BC-45","modello-bc-45","http://localhost:8888/sidi/shop/terra/modello-bc-45/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","28","cm","50","cm","47","cm","Collezione Terra",,,,,,,,,"Yes","30","In Stock","No","No",,,,,,"Publish","Open"
,,"288","1813055","Cache-Pot Liscio con Manici &#8211; Mod. CHL-50","modello-chl-50","http://localhost:8888/sidi/shop/terra/modello-chl-50/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","28","cm","48","cm","37","cm","Collezione Terra",,,,,,,,,"Yes","30","In Stock","No","No",,,,,,"Publish","Open"
,,"287","1840070","Ciotola Alta &#8211; Mod. CTLH-70","modello-ctlh-70","http://localhost:8888/sidi/shop/terra/modello-ctlh-70/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","24","cm","31","cm","70","cm","Collezione Terra",,,,,,,,,"Yes","100","In Stock","No","No",,,,,,"Publish","Open"
,,"286","1840060","Ciotola Alta &#8211; Mod. CTLH-60","modello-ctlh-60","http://localhost:8888/sidi/shop/terra/modello-ctlh-60/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","20","cm","27.5","cm","60","cm","Collezione Terra",,,,,,,,,"Yes","130","In Stock","No","No",,,,,,"Publish","Open"
,,"285","1841120","Ciotola &#8211; Mod. CT/L-120","modello-ctl-120","http://localhost:8888/sidi/shop/terra/modello-ctl-120/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","31","cm","50","cm","112","cm","Collezione Terra",,,,,,,,,"Yes","40","In Stock","No","No",,,,,,"Publish","Open"
,,"284","1841100","Ciotola &#8211; Mod. CT/L-100","modello-ctl-100","http://localhost:8888/sidi/shop/terra/modello-ctl-100/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","28","cm","43","cm","95","cm","Collezione Terra",,,,,,,,,"Yes","50","In Stock","No","No",,,,,,"Publish","Open"
,,"283","1841085","Ciotola &#8211; Mod. CT/L-85","modello-ctl-85","http://localhost:8888/sidi/shop/terra/modello-ctl-85/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","23","cm","36","cm","80","cm","Collezione Terra",,,,,,,,,"Yes","54","In Stock","No","No",,,,,,"Publish","Open"
,,"282","1841070","Ciotola &#8211; Mod. CT/L-70","modello-ctl-70","http://localhost:8888/sidi/shop/terra/modello-ctl-70/",,,"11/11/2013","11/18/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","19","cm","30","cm","65","cm","Collezione Terra",,,,,,,,,"Yes","60","In Stock","No","No",,,,,,"Publish","Open"
,,"281","B150100","Cassetta Ovale &#8211; Mod. COV-100","modello-cov-100","http://localhost:8888/sidi/shop/terra/modello-cov-100/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","35.2","cm","84","cm","99.5","cm","Collezione Terra",,,,,,,,,"Yes","22","In Stock","No","No",,,,,,"Publish","Open"
,,"280","B150080","Cassetta Ovale &#8211; Mod. COV-80","modello-cov-80","http://localhost:8888/sidi/shop/terra/modello-cov-80/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","25.5","cm","67.5","cm","79","cm","Collezione Terra",,,,,,,,,"Yes","24","In Stock","No","No",,,,,,"Publish","Open"
,,"279","B150060","Cassetta Ovale &#8211; Mod. COV-60","modello-cov-60","http://localhost:8888/sidi/shop/terra/modello-cov-60/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","25.5","cm","50","cm","60.1","cm","Collezione Terra",,,,,,,,,"Yes","56","In Stock","No","No",,,,,,"Publish","Open"
,,"278","1831050","Conca Doppio Bordo &#8211; Mod. CDB-55","modello-cdb-55-2","http://localhost:8888/sidi/shop/terra/modello-cdb-55-2/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","29","cm","40","cm","55","cm","Collezione Terra",,,,,,,,,"Yes","36","In Stock","No","No",,,,,,"Publish","Open"
,,"277","1831060","Conca Doppio Bordo &#8211; Mod. CDB-65","modello-cdb-55","http://localhost:8888/sidi/shop/terra/modello-cdb-55/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","33","cm","50","cm","66","cm","Collezione Terra",,,,,,,,,"Yes","32","In Stock","No","No",,,,,,"Publish","Open"
,,"276","1822070","Campana Liscia &#8211; Mod. CL-70","modello-cl-70","http://localhost:8888/sidi/shop/terra/modello-cl-70/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","50","cm","57","cm","71","cm","Collezione Terra",,,,,,,,,"Yes","26","In Stock","No","No",,,,,,"Publish","Open"
,,"275","1822060","Campana Liscia &#8211; Mod. CL-65","modello-cl-65","http://localhost:8888/sidi/shop/terra/modello-cl-65/",,,"11/11/2013","12/11/2013","Semplice","Catalog & Search","No","No","No",,,,,,"kg","43","cm","48","cm","64","cm","Collezione Terra",,,,,,,,,"Yes","32","In Stock","No","No",,,,,,"Publish","Open"
,,"274",,"Vaso baccellato","vaso-baccellato","http://localhost:8888/sidi/shop/senza-categoria/vaso-baccellato/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
,,"273",,"Cache-pot liscio con manici","cache-pot-liscio-con-manici","http://localhost:8888/sidi/shop/senza-categoria/cache-pot-liscio-con-manici/",,,"11/11/2013","11/18/2013","Raggruppato","Hidden","No","No","No",,,,,,"kg",,"cm",,"cm",,"cm","Uncategorized",,,,,,,,,"No",,"In Stock","No","No",,,,,,"Publish","Open"
